file_name,corpus,model_name,model_size,prompt,vocab,mean,sd,vocab_size,total_words,alpha,beta,singleton_count,r
book2_pythia-1b_fewshotclosed.json,book2,pythia,1b,fewshot,closed,176.25,16.42,27708,10575057,82.8599,0.36,8086,0.998090193
book2_pythia-1b_fewshotclosed.json,book2,pythia,1b,fewshot,closed,176.25,16.42,27708,10575057,84.02,0.3591,8086,0.998165969
hn_pythia-1b_fewshotopen.json,hn,pythia,1b,fewshot,open,202.38,36.31,181389,12143062,1.1845,0.7315,128653,0.999777128
hn_pythia-1b_fewshotopen.json,hn,pythia,1b,fewshot,open,202.38,36.31,181389,12143062,1.007,0.7415,128653,0.999812489
hn_pythia-1b_fewshotopen.json,hn,pythia,1b,fewshot,open,202.38,36.31,181389,12143062,1.1191,0.735,128653,0.999838564
wiki_gptneo-125m_oneshotopen.json,wiki,gptneo,125m,oneshot,open,140.69,85.36,126130,8441366,3.7662,0.6529,75853,0.999687323
wiki_gptneo-125m_oneshotopen.json,wiki,gptneo,125m,oneshot,open,140.69,85.36,126130,8441366,4.066,0.6481,75853,0.999780829
wiki_gptneo-125m_oneshotopen.json,wiki,gptneo,125m,oneshot,open,140.69,85.36,126130,8441366,4.274,0.645,75853,0.999744081
wiki_pythia-1.4b_zeroshotclosed.json,wiki,pythia,1.4b,zeroshot,closed,139.61,40.19,49646,8376646,326.7964,0.3162,10148,0.994674479
wiki_pythia-1.4b_zeroshotclosed.json,wiki,pythia,1.4b,zeroshot,closed,139.61,40.19,49646,8376646,338.5648,0.3141,10148,0.99386745
wiki_pythia-1.4b_zeroshotclosed.json,wiki,pythia,1.4b,zeroshot,closed,139.61,40.19,49646,8376646,318.9444,0.3177,10148,0.994987278
hn_gptneo-1.3b_zeroshotopen.json,hn,gptneo,1.3b,zeroshot,open,183.21,57.92,172556,10992822,2.1006,0.6975,113402,0.999632012
hn_gptneo-1.3b_zeroshotopen.json,hn,gptneo,1.3b,zeroshot,open,183.21,57.92,172556,10992822,2.3,0.692,113402,0.999705255
hn_gptneo-1.3b_zeroshotopen.json,hn,gptneo,1.3b,zeroshot,open,183.21,57.92,172556,10992822,2.0117,0.7002,113402,0.999713632
book2_pythia-410m_oneshotclosed.json,book2,pythia,410m,oneshot,closed,155.88,41.14,27867,9352625,67.5168,0.3761,6707,0.998054194
book2_pythia-410m_oneshotclosed.json,book2,pythia,410m,oneshot,closed,155.88,41.14,27867,9352625,73.164,0.3711,6707,0.99729971
book2_pythia-410m_oneshotclosed.json,book2,pythia,410m,oneshot,closed,155.88,41.14,27867,9352625,77.9083,0.3671,6707,0.997166799
pubmed_opt-2.7b_fewshotclosed.json,pubmed,opt,2.7b,fewshot,closed,122.13,51.5,33466,7327558,274.8408,0.3046,6412,0.997471601
pubmed_opt-2.7b_fewshotclosed.json,pubmed,opt,2.7b,fewshot,closed,122.13,51.5,33466,7327558,286.0851,0.3021,6412,0.996688347
pubmed_opt-2.7b_fewshotclosed.json,pubmed,opt,2.7b,fewshot,closed,122.13,51.5,33466,7327558,297.3593,0.2995,6412,0.997173655
hn_opt-1.3b_zeroshotopen.json,hn,opt,1.3b,zeroshot,open,126.65,85.6,114338,7599098,3.5042,0.6556,56244,0.999826225
hn_opt-1.3b_zeroshotopen.json,hn,opt,1.3b,zeroshot,open,126.65,85.6,114338,7599098,3.2832,0.6597,56244,0.999688038
hn_opt-1.3b_zeroshotopen.json,hn,opt,1.3b,zeroshot,open,126.65,85.6,114338,7599098,3.242,0.6604,56244,0.999581119
pubmed_gptneo-125m_oneshotopen.json,pubmed,gptneo,125m,oneshot,open,115.53,77.87,77169,6931991,7.8196,0.5834,40947,0.99963429
pubmed_gptneo-125m_oneshotopen.json,pubmed,gptneo,125m,oneshot,open,115.53,77.87,77169,6931991,8.1541,0.5807,40947,0.999579966
pubmed_gptneo-125m_oneshotopen.json,pubmed,gptneo,125m,oneshot,open,115.53,77.87,77169,6931991,9.1458,0.5735,40947,0.999809636
wiki_pythia-1.4b_oneshotclosed.json,wiki,pythia,1.4b,oneshot,closed,144.76,32.82,50804,8685840,328.4138,0.3168,10230,0.995344653
wiki_pythia-1.4b_oneshotclosed.json,wiki,pythia,1.4b,oneshot,closed,144.76,32.82,50804,8685840,329.5637,0.3164,10230,0.994074422
wiki_pythia-1.4b_oneshotclosed.json,wiki,pythia,1.4b,oneshot,closed,144.76,32.82,50804,8685840,327.4002,0.3169,10230,0.994569126
hn_pythia-70m_oneshotclosed.json,hn,pythia,70m,oneshot,closed,127.71,39.53,26967,7662327,115.1009,0.3452,6725,0.99734941
hn_pythia-70m_oneshotclosed.json,hn,pythia,70m,oneshot,closed,127.71,39.53,26967,7662327,129.3976,0.3376,6725,0.997880649
hn_pythia-70m_oneshotclosed.json,hn,pythia,70m,oneshot,closed,127.71,39.53,26967,7662327,126.9612,0.3388,6725,0.997400238
wiki_opt-2.7b_fewshotclosed.json,wiki,opt,2.7b,fewshot,closed,118.75,60.12,49536,7124983,365.5502,0.3123,9904,0.993979077
wiki_opt-2.7b_fewshotclosed.json,wiki,opt,2.7b,fewshot,closed,118.75,60.12,49536,7124983,349.661,0.3152,9904,0.994003903
wiki_opt-2.7b_fewshotclosed.json,wiki,opt,2.7b,fewshot,closed,118.75,60.12,49536,7124983,341.7281,0.3166,9904,0.994443028
wiki_opt-125m_zeroshotclosed.json,wiki,opt,125m,zeroshot,closed,123.06,55.5,36517,7383434,157.4391,0.3451,5804,0.997109584
wiki_opt-125m_zeroshotclosed.json,wiki,opt,125m,zeroshot,closed,123.06,55.5,36517,7383434,153.5408,0.347,5804,0.996538209
wiki_opt-125m_zeroshotclosed.json,wiki,opt,125m,zeroshot,closed,123.06,55.5,36517,7383434,152.7946,0.3473,5804,0.997081299
pubmed_pythia-160m_fewshotopen.json,pubmed,pythia,160m,fewshot,open,205.01,31.43,154700,12300881,6.6796,0.6152,80159,0.999759392
pubmed_pythia-160m_fewshotopen.json,pubmed,pythia,160m,fewshot,open,205.01,31.43,154700,12300881,6.2594,0.6192,80159,0.999781085
pubmed_pythia-160m_fewshotopen.json,pubmed,pythia,160m,fewshot,open,205.01,31.43,154700,12300881,6.1565,0.6202,80159,0.999773636
wiki_gptneo-2.7b_zeroshotopen.json,wiki,gptneo,2.7b,zeroshot,open,173.42,61.76,212441,10405111,8.856,0.6239,118225,0.999932602
wiki_gptneo-2.7b_zeroshotopen.json,wiki,gptneo,2.7b,zeroshot,open,173.42,61.76,212441,10405111,8.4976,0.6265,118225,0.999905444
wiki_gptneo-2.7b_zeroshotopen.json,wiki,gptneo,2.7b,zeroshot,open,173.42,61.76,212441,10405111,9.2057,0.6216,118225,0.999929026
pubmed_humanopen.json,pubmed,human,none,none,open,161.94,56.76,150092,9716677,24.1618,0.5427,60200,0.999986419
pubmed_humanopen.json,pubmed,human,none,none,open,161.94,56.76,150092,9716677,25.2763,0.54,60200,0.999983891
pubmed_humanopen.json,pubmed,human,none,none,open,161.94,56.76,150092,9716677,24.1753,0.5428,60200,0.999977778
pubmed_opt-1.3b_zeroshotclosed.json,pubmed,opt,1.3b,zeroshot,closed,101.89,61.35,31689,6113294,236.1302,0.3142,5616,0.996516592
pubmed_opt-1.3b_zeroshotclosed.json,pubmed,opt,1.3b,zeroshot,closed,101.89,61.35,31689,6113294,233.1591,0.315,5616,0.997411963
pubmed_opt-1.3b_zeroshotclosed.json,pubmed,opt,1.3b,zeroshot,closed,101.89,61.35,31689,6113294,236.5524,0.3141,5616,0.997678654
wiki_gptneo-2.7b_oneshotopen.json,wiki,gptneo,2.7b,oneshot,open,148.27,83,181816,8896188,11.8463,0.6023,93325,0.999991251
wiki_gptneo-2.7b_oneshotopen.json,wiki,gptneo,2.7b,oneshot,open,148.27,83,181816,8896188,9.7292,0.6143,93325,0.999871037
wiki_gptneo-2.7b_oneshotopen.json,wiki,gptneo,2.7b,oneshot,open,148.27,83,181816,8896188,10.4567,0.61,93325,0.999966151
pubmed_pythia-1.4b_zeroshotclosed.json,pubmed,pythia,1.4b,zeroshot,closed,139.68,34.47,35425,8381044,304.7903,0.2991,7526,0.996813687
pubmed_pythia-1.4b_zeroshotclosed.json,pubmed,pythia,1.4b,zeroshot,closed,139.68,34.47,35425,8381044,293.7099,0.3013,7526,0.996636117
pubmed_pythia-1.4b_zeroshotclosed.json,pubmed,pythia,1.4b,zeroshot,closed,139.68,34.47,35425,8381044,302.2308,0.2996,7526,0.996944193
book2_gptneo-1.3b_fewshotclosed.json,book2,gptneo,1.3b,fewshot,closed,156.51,41.4,35553,9390810,145.1119,0.3435,8255,0.996470229
book2_gptneo-1.3b_fewshotclosed.json,book2,gptneo,1.3b,fewshot,closed,156.51,41.4,35553,9390810,132.7322,0.3492,8255,0.996809609
book2_gptneo-1.3b_fewshotclosed.json,book2,gptneo,1.3b,fewshot,closed,156.51,41.4,35553,9390810,139.5156,0.3462,8255,0.995803622
book2_gptneo-1.3b_oneshotopen.json,book2,gptneo,1.3b,oneshot,open,199.44,56.48,62785,11966279,16.757,0.5047,27975,0.99989402
book2_gptneo-1.3b_oneshotopen.json,book2,gptneo,1.3b,oneshot,open,199.44,56.48,62785,11966279,16.2816,0.5065,27975,0.999967253
book2_gptneo-1.3b_oneshotopen.json,book2,gptneo,1.3b,oneshot,open,199.44,56.48,62785,11966279,18.3703,0.4991,27975,0.999948434
wiki_gptneo-2.7b_fewshotclosed.json,wiki,gptneo,2.7b,fewshot,closed,133.67,51.49,49995,8020344,286.2523,0.3259,9773,0.994657991
wiki_gptneo-2.7b_fewshotclosed.json,wiki,gptneo,2.7b,fewshot,closed,133.67,51.49,49995,8020344,281.0348,0.327,9773,0.994788014
wiki_gptneo-2.7b_fewshotclosed.json,wiki,gptneo,2.7b,fewshot,closed,133.67,51.49,49995,8020344,272.2435,0.329,9773,0.994727589
wiki_pythia-2.8b_oneshotclosed.json,wiki,pythia,2.8b,oneshot,closed,114.15,59.63,41093,6849254,164.175,0.3521,8522,0.995506058
wiki_pythia-2.8b_oneshotclosed.json,wiki,pythia,2.8b,oneshot,closed,114.15,59.63,41093,6849254,159.7946,0.3538,8522,0.995430974
wiki_pythia-2.8b_oneshotclosed.json,wiki,pythia,2.8b,oneshot,closed,114.15,59.63,41093,6849254,159.0547,0.3539,8522,0.996374157
book2_gptneo-125m_fewshotopen.json,book2,gptneo,125m,fewshot,open,184.18,70,53802,11050637,9.8388,0.5304,25905,0.999705605
book2_gptneo-125m_fewshotopen.json,book2,gptneo,125m,fewshot,open,184.18,70,53802,11050637,11.9539,0.5183,25905,0.999884087
book2_gptneo-125m_fewshotopen.json,book2,gptneo,125m,fewshot,open,184.18,70,53802,11050637,12.5019,0.5154,25905,0.999673838
hn_opt-350m_oneshotclosed.json,hn,opt,350m,oneshot,closed,109.41,63.41,29868,6564626,126.4909,0.3491,6368,0.997336878
hn_opt-350m_oneshotclosed.json,hn,opt,350m,oneshot,closed,109.41,63.41,29868,6564626,125.0878,0.3499,6368,0.996818297
hn_opt-350m_oneshotclosed.json,hn,opt,350m,oneshot,closed,109.41,63.41,29868,6564626,126.0248,0.3492,6368,0.997558226
book2_gptneo-1.3b_zeroshotopen.json,book2,gptneo,1.3b,zeroshot,open,207.01,39,70969,12420639,18.3369,0.5058,33034,0.999957781
book2_gptneo-1.3b_zeroshotopen.json,book2,gptneo,1.3b,zeroshot,open,207.01,39,70969,12420639,17.5258,0.5081,33034,0.999831667
book2_gptneo-1.3b_zeroshotopen.json,book2,gptneo,1.3b,zeroshot,open,207.01,39,70969,12420639,21.4606,0.496,33034,0.999937774
pubmed_pythia-160m_zeroshotclosed.json,pubmed,pythia,160m,zeroshot,closed,40.65,34.47,21505,2438853,141.4931,0.3426,5730,0.995875313
pubmed_pythia-160m_zeroshotclosed.json,pubmed,pythia,160m,zeroshot,closed,40.65,34.47,21505,2438853,133.9138,0.3463,5730,0.996268602
pubmed_pythia-160m_zeroshotclosed.json,pubmed,pythia,160m,zeroshot,closed,40.65,34.47,21505,2438853,131.8035,0.3475,5730,0.996166061
wiki_opt-2.7b_zeroshotopen.json,wiki,opt,2.7b,zeroshot,open,112.09,92.25,151206,6725368,12.0666,0.6001,62531,0.999961408
wiki_opt-2.7b_zeroshotopen.json,wiki,opt,2.7b,zeroshot,open,112.09,92.25,151206,6725368,12.1278,0.5998,62531,0.999973056
wiki_opt-2.7b_zeroshotopen.json,wiki,opt,2.7b,zeroshot,open,112.09,92.25,151206,6725368,11.5006,0.6032,62531,0.999991023
pubmed_opt-2.7b_zeroshotopen.json,pubmed,opt,2.7b,zeroshot,open,136.59,82.58,101061,8195255,14.9267,0.5538,37865,0.999651137
pubmed_opt-2.7b_zeroshotopen.json,pubmed,opt,2.7b,zeroshot,open,136.59,82.58,101061,8195255,14.0274,0.5577,37865,0.999834775
pubmed_opt-2.7b_zeroshotopen.json,pubmed,opt,2.7b,zeroshot,open,136.59,82.58,101061,8195255,15.6645,0.5506,37865,0.999851229
hn_gptneo-125m_oneshotclosed.json,hn,gptneo,125m,oneshot,closed,104.01,64.96,20997,6240418,92.4017,0.3472,6037,0.998792145
hn_gptneo-125m_oneshotclosed.json,hn,gptneo,125m,oneshot,closed,104.01,64.96,20997,6240418,91.4037,0.3479,6037,0.998236387
hn_gptneo-125m_oneshotclosed.json,hn,gptneo,125m,oneshot,closed,104.01,64.96,20997,6240418,87.2334,0.3511,6037,0.998904632
hn_gptneo-2.7b_zeroshotclosed.json,hn,gptneo,2.7b,zeroshot,closed,128.11,49.9,34175,7686342,222.7818,0.3183,8198,0.996802618
hn_gptneo-2.7b_zeroshotclosed.json,hn,gptneo,2.7b,zeroshot,closed,128.11,49.9,34175,7686342,214.149,0.3207,8198,0.996875777
hn_gptneo-2.7b_zeroshotclosed.json,hn,gptneo,2.7b,zeroshot,closed,128.11,49.9,34175,7686342,215.9173,0.3203,8198,0.996885158
pubmed_pythia-410m_oneshotclosed.json,pubmed,pythia,410m,oneshot,closed,143.23,41.51,30005,8593919,208.8491,0.3118,5867,0.997619368
pubmed_pythia-410m_oneshotclosed.json,pubmed,pythia,410m,oneshot,closed,143.23,41.51,30005,8593919,200.5662,0.3142,5867,0.997736417
pubmed_pythia-410m_oneshotclosed.json,pubmed,pythia,410m,oneshot,closed,143.23,41.51,30005,8593919,215.6705,0.3097,5867,0.997408045
hn_opt-1.3b_fewshotclosed.json,hn,opt,1.3b,fewshot,closed,119.03,55.34,30875,7141969,155.3484,0.3362,7456,0.996839451
hn_opt-1.3b_fewshotclosed.json,hn,opt,1.3b,fewshot,closed,119.03,55.34,30875,7141969,152.705,0.3373,7456,0.996602976
hn_opt-1.3b_fewshotclosed.json,hn,opt,1.3b,fewshot,closed,119.03,55.34,30875,7141969,155.0242,0.3365,7456,0.996371498
pubmed_gptneo-1.3b_fewshotopen.json,pubmed,gptneo,1.3b,fewshot,open,175.75,66.88,102035,10544860,13.8036,0.5505,39554,0.999783273
pubmed_gptneo-1.3b_fewshotopen.json,pubmed,gptneo,1.3b,fewshot,open,175.75,66.88,102035,10544860,14.4161,0.5479,39554,0.99989321
pubmed_gptneo-1.3b_fewshotopen.json,pubmed,gptneo,1.3b,fewshot,open,175.75,66.88,102035,10544860,14.5215,0.5475,39554,0.999879584
wiki_pythia-160m_oneshotopen.json,wiki,pythia,160m,oneshot,open,186.03,55.13,257555,11161692,2.8616,0.7027,165893,0.999807211
wiki_pythia-160m_oneshotopen.json,wiki,pythia,160m,oneshot,open,186.03,55.13,257555,11161692,2.9082,0.7017,165893,0.999825565
wiki_pythia-160m_oneshotopen.json,wiki,pythia,160m,oneshot,open,186.03,55.13,257555,11161692,2.9533,0.7007,165893,0.999885085
wiki_opt-350m_oneshotopen.json,wiki,opt,350m,oneshot,open,224.13,6.39,385205,13447665,10.8157,0.6385,194568,0.999994865
wiki_opt-350m_oneshotopen.json,wiki,opt,350m,oneshot,open,224.13,6.39,385205,13447665,10.2655,0.6418,194568,0.999990812
wiki_opt-350m_oneshotopen.json,wiki,opt,350m,oneshot,open,224.13,6.39,385205,13447665,10.3734,0.6411,194568,0.99999553
book2_opt-2.7b_fewshotopen.json,book2,opt,2.7b,fewshot,open,103.19,85.19,56462,6191390,15.1502,0.5258,27525,0.999961975
book2_opt-2.7b_fewshotopen.json,book2,opt,2.7b,fewshot,open,103.19,85.19,56462,6191390,14.0355,0.5308,27525,0.999966979
book2_opt-2.7b_fewshotopen.json,book2,opt,2.7b,fewshot,open,103.19,85.19,56462,6191390,16.8256,0.519,27525,0.999895113
pubmed_pythia-2.8b_zeroshotclosed.json,pubmed,pythia,2.8b,zeroshot,closed,127.58,59.76,28693,7654539,129.8507,0.3415,7424,0.996876513
pubmed_pythia-2.8b_zeroshotclosed.json,pubmed,pythia,2.8b,zeroshot,closed,127.58,59.76,28693,7654539,127.8049,0.3424,7424,0.997053994
pubmed_pythia-2.8b_zeroshotclosed.json,pubmed,pythia,2.8b,zeroshot,closed,127.58,59.76,28693,7654539,129.2128,0.3417,7424,0.996927017
book2_pythia-1.4b_oneshotopen.json,book2,pythia,1.4b,oneshot,open,217.52,27.76,92728,13051313,16.7052,0.5261,39699,0.999876909
book2_pythia-1.4b_oneshotopen.json,book2,pythia,1.4b,oneshot,open,217.52,27.76,92728,13051313,15.2849,0.5314,39699,0.999868671
book2_pythia-1.4b_oneshotopen.json,book2,pythia,1.4b,oneshot,open,217.52,27.76,92728,13051313,17.4673,0.5232,39699,0.9998829
book2_gptneo-2.7b_fewshotopen.json,book2,gptneo,2.7b,fewshot,open,210.8,43.86,73478,12648243,21.9283,0.4962,29545,0.999927122
book2_gptneo-2.7b_fewshotopen.json,book2,gptneo,2.7b,fewshot,open,210.8,43.86,73478,12648243,18.0525,0.5083,29545,0.999881901
book2_gptneo-2.7b_fewshotopen.json,book2,gptneo,2.7b,fewshot,open,210.8,43.86,73478,12648243,23.244,0.4925,29545,0.999827718
pubmed_pythia-1.4b_oneshotopen.json,pubmed,pythia,1.4b,oneshot,open,202.12,33.15,164064,12127472,9.238,0.5996,88432,0.999778526
pubmed_pythia-1.4b_oneshotopen.json,pubmed,pythia,1.4b,oneshot,open,202.12,33.15,164064,12127472,9.1185,0.6002,88432,0.999801514
pubmed_pythia-1.4b_oneshotopen.json,pubmed,pythia,1.4b,oneshot,open,202.12,33.15,164064,12127472,9.6003,0.5972,88432,0.999839107
hn_pythia-2.8b_fewshotopen.json,hn,pythia,2.8b,fewshot,open,165.16,66.24,200482,9909681,1.803,0.721,102413,0.999803734
hn_pythia-2.8b_fewshotopen.json,hn,pythia,2.8b,fewshot,open,165.16,66.24,200482,9909681,1.9787,0.7153,102413,0.999896456
hn_pythia-2.8b_fewshotopen.json,hn,pythia,2.8b,fewshot,open,165.16,66.24,200482,9909681,1.7593,0.7225,102413,0.99975675
wiki_gptneo-1.3b_fewshotopen.json,wiki,gptneo,1.3b,fewshot,open,183.5,64.81,161386,11010143,5.8533,0.6304,69181,0.999930204
wiki_gptneo-1.3b_fewshotopen.json,wiki,gptneo,1.3b,fewshot,open,183.5,64.81,161386,11010143,6.1084,0.6279,69181,0.999975805
wiki_gptneo-1.3b_fewshotopen.json,wiki,gptneo,1.3b,fewshot,open,183.5,64.81,161386,11010143,6.2387,0.6264,69181,0.999941987
hn_opt-125m_oneshotclosed.json,hn,opt,125m,oneshot,closed,114.78,55.21,28869,6886926,100.6219,0.3602,6539,0.998335154
hn_opt-125m_oneshotclosed.json,hn,opt,125m,oneshot,closed,114.78,55.21,28869,6886926,100.1939,0.3605,6539,0.997459265
hn_opt-125m_oneshotclosed.json,hn,opt,125m,oneshot,closed,114.78,55.21,28869,6886926,104.0115,0.3579,6539,0.998014149
hn_gptneo-1.3b_fewshotclosed.json,hn,gptneo,1.3b,fewshot,closed,120.46,64.06,28567,7227479,102.8333,0.3573,6303,0.997507688
hn_gptneo-1.3b_fewshotclosed.json,hn,gptneo,1.3b,fewshot,closed,120.46,64.06,28567,7227479,95.5106,0.3619,6303,0.997644497
hn_gptneo-1.3b_fewshotclosed.json,hn,gptneo,1.3b,fewshot,closed,120.46,64.06,28567,7227479,106.9964,0.3547,6303,0.996962367
hn_pythia-410m_oneshotopen.json,hn,pythia,410m,oneshot,open,137.92,71.63,118755,8275254,1.2896,0.7173,70375,0.999891228
hn_pythia-410m_oneshotopen.json,hn,pythia,410m,oneshot,open,137.92,71.63,118755,8275254,1.2819,0.7177,70375,0.999892563
hn_pythia-410m_oneshotopen.json,hn,pythia,410m,oneshot,open,137.92,71.63,118755,8275254,1.0942,0.7275,70375,0.99975725
book2_gptneo-2.7b_zeroshotclosed.json,book2,gptneo,2.7b,zeroshot,closed,150.41,37.7,38452,9024467,204.184,0.3281,9194,0.99588708
book2_gptneo-2.7b_zeroshotclosed.json,book2,gptneo,2.7b,zeroshot,closed,150.41,37.7,38452,9024467,209.2449,0.3266,9194,0.995567494
book2_gptneo-2.7b_zeroshotclosed.json,book2,gptneo,2.7b,zeroshot,closed,150.41,37.7,38452,9024467,204.0443,0.3281,9194,0.995005793
wiki_pythia-160m_zeroshotclosed.json,wiki,pythia,160m,zeroshot,closed,51.75,47.93,26613,3104735,161.5866,0.3425,7107,0.996913013
wiki_pythia-160m_zeroshotclosed.json,wiki,pythia,160m,zeroshot,closed,51.75,47.93,26613,3104735,167.6099,0.34,7107,0.996241533
wiki_pythia-160m_zeroshotclosed.json,wiki,pythia,160m,zeroshot,closed,51.75,47.93,26613,3104735,157.7888,0.344,7107,0.997208556
hn_opt-350m_fewshotopen.json,hn,opt,350m,fewshot,open,142.97,78.88,189801,8578347,1.0625,0.7571,114864,0.999844617
hn_opt-350m_fewshotopen.json,hn,opt,350m,fewshot,open,142.97,78.88,189801,8578347,1.0204,0.7598,114864,0.9998842
hn_opt-350m_fewshotopen.json,hn,opt,350m,fewshot,open,142.97,78.88,189801,8578347,1.0372,0.7587,114864,0.999836496
pubmed_opt-350m_oneshotopen.json,pubmed,opt,350m,oneshot,open,166.62,69.9,120408,9997076,6.6354,0.6082,48257,0.999887681
pubmed_opt-350m_oneshotopen.json,pubmed,opt,350m,oneshot,open,166.62,69.9,120408,9997076,7.412,0.6013,48257,0.999853685
pubmed_opt-350m_oneshotopen.json,pubmed,opt,350m,oneshot,open,166.62,69.9,120408,9997076,7.5083,0.6005,48257,0.999875347
book2_pythia-1b_zeroshotopen.json,book2,pythia,1b,zeroshot,open,220.09,13.67,100822,13205477,3.4733,0.6263,66721,0.999710547
book2_pythia-1b_zeroshotopen.json,book2,pythia,1b,zeroshot,open,220.09,13.67,100822,13205477,3.3805,0.6279,66721,0.999686177
book2_pythia-1b_zeroshotopen.json,book2,pythia,1b,zeroshot,open,220.09,13.67,100822,13205477,3.576,0.6244,66721,0.999701649
wiki_opt-1.3b_zeroshotclosed.json,wiki,opt,1.3b,zeroshot,closed,83.01,65.49,43581,4980787,243.2765,0.3376,8534,0.995174918
wiki_opt-1.3b_zeroshotclosed.json,wiki,opt,1.3b,zeroshot,closed,83.01,65.49,43581,4980787,244.2344,0.3375,8534,0.99456681
wiki_opt-1.3b_zeroshotclosed.json,wiki,opt,1.3b,zeroshot,closed,83.01,65.49,43581,4980787,231.8371,0.3408,8534,0.995334032
wiki_humanclosed.json,wiki,human,none,none,closed,158.92,71.94,70722,9535051,601.135,0.298,14159,0.991632844
wiki_humanclosed.json,wiki,human,none,none,closed,158.92,71.94,70722,9535051,611.578,0.2971,14159,0.990015354
wiki_humanclosed.json,wiki,human,none,none,closed,158.92,71.94,70722,9535051,587.1732,0.2996,14159,0.992000156
pubmed_opt-125m_zeroshotclosed.json,pubmed,opt,125m,zeroshot,closed,127.22,51.38,28666,7633142,137.0983,0.3378,4288,0.997405999
pubmed_opt-125m_zeroshotclosed.json,pubmed,opt,125m,zeroshot,closed,127.22,51.38,28666,7633142,130.8984,0.3408,4288,0.997780681
pubmed_opt-125m_zeroshotclosed.json,pubmed,opt,125m,zeroshot,closed,127.22,51.38,28666,7633142,149.4626,0.3325,4288,0.9976861
book2_opt-125m_fewshotopen.json,book2,opt,125m,fewshot,open,223.35,14.52,19837,13400754,1.1968,0.5919,10623,0.999841097
book2_opt-125m_fewshotopen.json,book2,opt,125m,fewshot,open,223.35,14.52,19837,13400754,0.9917,0.6036,10623,0.999752185
book2_opt-125m_fewshotopen.json,book2,opt,125m,fewshot,open,223.35,14.52,19837,13400754,1.2245,0.5908,10623,0.999682645
wiki_pythia-2.8b_zeroshotclosed.json,wiki,pythia,2.8b,zeroshot,closed,126.51,58.44,28825,7590587,133.8332,0.34,7381,0.996752335
wiki_pythia-2.8b_zeroshotclosed.json,wiki,pythia,2.8b,zeroshot,closed,126.51,58.44,28825,7590587,124.2767,0.3448,7381,0.996751913
wiki_pythia-2.8b_zeroshotclosed.json,wiki,pythia,2.8b,zeroshot,closed,126.51,58.44,28825,7590587,135.839,0.3392,7381,0.996505218
hn_pythia-410m_oneshotclosed.json,hn,pythia,410m,oneshot,closed,99.05,60.55,24203,5943197,74.3076,0.3717,5817,0.997639822
hn_pythia-410m_oneshotclosed.json,hn,pythia,410m,oneshot,closed,99.05,60.55,24203,5943197,69.7708,0.3757,5817,0.99793086
hn_pythia-410m_oneshotclosed.json,hn,pythia,410m,oneshot,closed,99.05,60.55,24203,5943197,63.5145,0.3819,5817,0.998505279
pubmed_gptneo-2.7b_oneshotclosed.json,pubmed,gptneo,2.7b,oneshot,closed,109.36,53.26,34720,6561788,371.2109,0.29,7098,0.995046338
pubmed_gptneo-2.7b_oneshotclosed.json,pubmed,gptneo,2.7b,oneshot,closed,109.36,53.26,34720,6561788,359.1877,0.292,7098,0.995824859
pubmed_gptneo-2.7b_oneshotclosed.json,pubmed,gptneo,2.7b,oneshot,closed,109.36,53.26,34720,6561788,361.7124,0.2918,7098,0.99551789
hn_opt-1.3b_zeroshotclosed.json,hn,opt,1.3b,zeroshot,closed,92.76,66.16,30097,5565569,157.4882,0.3393,6347,0.996945286
hn_opt-1.3b_zeroshotclosed.json,hn,opt,1.3b,zeroshot,closed,92.76,66.16,30097,5565569,157.0725,0.3392,6347,0.997186869
hn_opt-1.3b_zeroshotclosed.json,hn,opt,1.3b,zeroshot,closed,92.76,66.16,30097,5565569,158.8558,0.3386,6347,0.997488634
book2_gptneo-125m_fewshotclosed.json,book2,gptneo,125m,fewshot,closed,140.7,57.39,28476,8442201,115.4001,0.3461,7676,0.998353556
book2_gptneo-125m_fewshotclosed.json,book2,gptneo,125m,fewshot,closed,140.7,57.39,28476,8442201,114.1114,0.3468,7676,0.997536183
book2_gptneo-125m_fewshotclosed.json,book2,gptneo,125m,fewshot,closed,140.7,57.39,28476,8442201,118.144,0.3445,7676,0.997903292
book2_opt-125m_oneshotopen.json,book2,opt,125m,oneshot,open,212.64,44.64,36977,12758509,4.588,0.5502,16651,0.999873112
book2_opt-125m_oneshotopen.json,book2,opt,125m,oneshot,open,212.64,44.64,36977,12758509,4.4845,0.5512,16651,0.999621717
book2_opt-125m_oneshotopen.json,book2,opt,125m,oneshot,open,212.64,44.64,36977,12758509,5.2912,0.5412,16651,0.999967971
book2_opt-2.7b_fewshotclosed.json,book2,opt,2.7b,fewshot,closed,74.9,65.14,31100,4494174,118.4947,0.3648,8548,0.996595309
book2_opt-2.7b_fewshotclosed.json,book2,opt,2.7b,fewshot,closed,74.9,65.14,31100,4494174,111.4855,0.3689,8548,0.995986584
book2_opt-2.7b_fewshotclosed.json,book2,opt,2.7b,fewshot,closed,74.9,65.14,31100,4494174,119.6834,0.3641,8548,0.995551241
wiki_pythia-160m_fewshotclosed.json,wiki,pythia,160m,fewshot,closed,146.83,25.12,42305,8809837,257.6619,0.3199,9119,0.996536519
